iteration,interface_residual
1,446095534.01361644
2,0.30327611643639868
3,0.034499268643251306
4,0.0059674398532420115
5,0.00086623669918605871
6,0.00014344580025111198
7,2.2102625296344935e-05
8,3.615835992497453e-06
9,5.8219534364293195e-07
