x,y,ux,uy
7.102272727272727e-03,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
2.130681818181818e-02,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
3.551136363636364e-02,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
4.971590909090909e-02,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
6.392045454545454e-02,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
7.812500000000000e-02,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
9.232954545454546e-02,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
1.065340909090909e-01,1.136363636363636e-02,0.000000000000000e+00,0.000000000000000e+00
1.207386363636364e-01,1.136363636363636e-02,2.837483597393117e-11,-1.950468991007439e-10
1.349431818181818e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
1.491477272727273e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
1.633522727272727e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
1.775568181818182e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
1.917613636363636e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
2.059659090909091e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
2.201704545454546e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
2.343750000000000e-01,1.136363636363636e-02,4.539973755828978e-11,-3.120750385611896e-10
2.485795454545454e-01,1.136363636363636e-02,7.080457719693067e-13,-2.286948304503642e-10
2.627840909090909e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
2.769886363636364e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
2.911931818181818e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
3.053977272727273e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
3.196022727272727e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
3.338068181818182e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
3.480113636363636e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
3.622159090909091e-01,1.136363636363636e-02,-5.676481626076545e-12,-2.167833721488176e-10
3.764204545454545e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
3.906250000000000e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
4.048295454545455e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
4.190340909090909e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
4.332386363636364e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
4.474431818181818e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
4.616477272727273e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
4.758522727272727e-01,1.136363636363636e-02,-1.692950228212891e-10,1.921830901435266e-10
4.900568181818182e-01,1.136363636363636e-02,-1.948443642675165e-10,2.543747051983097e-10
5.042613636363636e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
5.184659090909091e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
5.326704545454546e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
5.468750000000000e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
5.610795454545454e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
5.752840909090909e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
5.894886363636364e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
6.036931818181818e-01,1.136363636363636e-02,-3.736897543911105e-10,6.897160105817963e-10
6.178977272727273e-01,1.136363636363636e-02,-6.940912549317644e-10,1.668473593765861e-09
7.102272727272727e-03,3.409090909090909e-02,0.000000000000000e+00,0.000000000000000e+00
2.130681818181818e-02,3.409090909090909e-02,0.000000000000000e+00,0.000000000000000e+00
3.551136363636364e-02,3.409090909090909e-02,0.000000000000000e+00,0.000000000000000e+00
4.971590909090909e-02,3.409090909090909e-02,0.000000000000000e+00,0.000000000000000e+00
6.392045454545454e-02,3.409090909090909e-02,0.000000000000000e+00,0.000000000000000e+00
7.812500000000000e-02,3.409090909090909e-02,0.000000000000000e+00,0.000000000000000e+00
9.232954545454546e-02,3.409090909090909e-02,5.674967194786222e-12,-3.900937982014870e-11
1.065340909090909e-01,3.409090909090909e-02,6.242463914264850e-11,-4.291031780216361e-10
1.207386363636364e-01,3.409090909090909e-02,1.191743110905108e-10,-8.191969762231234e-10
1.349431818181818e-01,3.409090909090909e-02,1.361992126748694e-10,-9.362251156835695e-10
1.491477272727273e-01,3.409090909090909e-02,1.361992126748694e-10,-9.362251156835695e-10
1.633522727272727e-01,3.409090909090909e-02,1.361992126748694e-10,-9.362251156835695e-10
1.775568181818182e-01,3.409090909090909e-02,1.361992126748694e-10,-9.362251156835695e-10
1.917613636363636e-01,3.409090909090909e-02,1.361992126748694e-10,-9.362251156835695e-10
2.059659090909091e-01,3.409090909090909e-02,1.361992126748694e-10,-9.362251156835695e-10
2.201704545454546e-01,3.409090909090909e-02,1.170456304807320e-10,-9.004907407789299e-10
