iteration,interface_residual
1,2.458737774838877e+05
2,2.428072044920929e-01
3,8.199546231474726e-02
4,2.709967962186821e-02
5,9.241408621505354e-03
6,3.040859334840048e-03
7,9.496784349627939e-04
8,2.893053565591194e-04
9,8.702096783003217e-05
10,2.587241686074934e-05
11,7.590174581163516e-06
12,2.203278557736932e-06
13,6.363057826427366e-07
