iteration,interface_residual
1,1.967902909687755e+05
2,2.494345885468319e-01
3,9.219316610931387e-02
4,3.098503512066994e-02
5,1.028887278193959e-02
6,3.320544214944857e-03
7,1.032812310369831e-03
8,3.156473668487394e-04
9,9.530150285385258e-05
10,2.847744268876230e-05
11,8.431852415679667e-06
12,2.480923281985738e-06
13,7.275985496955558e-07
