x, y, u
1.136363636363636e-02, 1.136363636363636e-02, 6.252956864724875e-05
3.409090909090909e-02, 1.136363636363636e-02, 1.803693539633905e-04
5.681818181818182e-02, 1.136363636363636e-02, 2.476736754310415e-04
7.954545454545454e-02, 1.136363636363636e-02, 1.202271617263429e-04
1.022727272727273e-01, 1.136363636363636e-02, 0.000000000000000e+00
1.250000000000000e-01, 1.136363636363636e-02, 0.000000000000000e+00
1.477272727272727e-01, 1.136363636363636e-02, 1.176396111624138e-04
1.704545454545454e-01, 1.136363636363636e-02, 2.380245889461283e-04
1.931818181818182e-01, 1.136363636363636e-02, 2.853888698505240e-04
2.159090909090909e-01, 1.136363636363636e-02, 1.087494001986205e-04
2.386363636363636e-01, 1.136363636363636e-02, 3.151616963350274e-05
2.613636363636364e-01, 1.136363636363636e-02, 5.374445944674752e-05
2.840909090909091e-01, 1.136363636363636e-02, 1.685082790849088e-04
3.068181818181818e-01, 1.136363636363636e-02, 3.341964039357316e-04
3.295454545454545e-01, 1.136363636363636e-02, 2.566951560585074e-04
3.522727272727273e-01, 1.136363636363636e-02, 1.146126716244114e-04
3.750000000000000e-01, 1.136363636363636e-02, 0.000000000000000e+00
3.977272727272727e-01, 1.136363636363636e-02, 9.502326198792970e-05
4.204545454545455e-01, 1.136363636363636e-02, 2.550467043273017e-04
4.431818181818182e-01, 1.136363636363636e-02, 3.696870222509137e-04
4.659090909090909e-01, 1.136363636363636e-02, 2.311776422946513e-04
4.886363636363636e-01, 1.136363636363636e-02, 7.776871629095205e-05
5.113636363636364e-01, 1.136363636363636e-02, 4.032935699036707e-05
5.340909090909091e-01, 1.136363636363636e-02, 1.387530206153247e-04
5.568181818181818e-01, 1.136363636363636e-02, 3.615313317498478e-04
5.795454545454546e-01, 1.136363636363636e-02, 3.295665609305395e-04
6.022727272727273e-01, 1.136363636363636e-02, 1.865578936446714e-04
6.250000000000000e-01, 1.136363636363636e-02, 0.000000000000000e+00
6.477272727272727e-01, 1.136363636363636e-02, 6.481125438489573e-05
6.704545454545454e-01, 1.136363636363636e-02, 2.376700040520739e-04
6.931818181818182e-01, 1.136363636363636e-02, 3.924142546559562e-04
7.159090909090909e-01, 1.136363636363636e-02, 2.983295165618401e-04
7.386363636363636e-01, 1.136363636363636e-02, 1.042068815636638e-04
7.613636363636364e-01, 1.136363636363636e-02, 2.394839664173408e-05
7.840909090909091e-01, 1.136363636363636e-02, 9.641841485405786e-05
8.068181818181818e-01, 1.136363636363636e-02, 3.409010075683729e-04
8.295454545454546e-01, 1.136363636363636e-02, 3.491169566791468e-04
8.522727272727273e-01, 1.136363636363636e-02, 2.218397872407095e-04
