iteration,interface_residual
1,NaN
2,0.5435754704442867
3,0.28297748605602124
4,0.04295737704793833
5,0.024382174472333457
6,0.00398587595236825
7,0.0014864422214601915
8,0.0005221939758918391
9,5.885734945407641e-05
10,3.524769381736779e-05
11,7.638657385524923e-06
12,2.0066942951907187e-06
13,7.436711084651837e-07
